Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X6,2011,South America,Red,Petrol,Automatic,2.4,71752,85562,5134,Low
M5,2014,North America,Grey,Petrol,Automatic,3.0,46558,108683,4292,Low
X3,2017,North America,Blue,Electric,Automatic,1.6,154850,88212,6923,Low
i3,2024,Asia,Blue,Electric,Automatic,2.0,36660,67620,9617,High
X1,2021,Middle East,Blue,Electric,Automatic,1.7,12707,72000,7246,High
i3,2021,Europe,Red,Hybrid,Automatic,1.7,130819,48642,9999,High
7 Series,2013,Europe,Silver,Petrol,Manual,3.7,80643,108239,5748,Low
M5,2024,Asia,White,Electric,Manual,2.6,198250,80345,7161,High
M3,2016,Middle East,Blue,Diesel,Manual,2.1,11843,90754,6652,Low
i8,2010,Middle East,Black,Electric,Automatic,3.1,62275,63600,6863,Low
i3,2010,North America,Red,Hybrid,Manual,1.7,147217,67623,9352,High
i3,2012,Middle East,Silver,Electric,Manual,2.1,1275,50626,9999,High
X1,2021,Middle East,Blue,Electric,Manual,1.4,131638,46778,7254,High
M3,2023,North America,Blue,Petrol,Manual,3.0,6515,104715,8342,High
X6,2018,South America,Grey,Hybrid,Manual,3.1,95909,91538,6490,Low
X3,2024,Middle East,White,Electric,Automatic,1.6,112683,82151,7723,High
M5,2023,Middle East,White,Electric,Automatic,2.9,165211,102177,4277,Low
M5,2013,Africa,White,Petrol,Manual,3.0,137904,68668,5314,Low
X1,2024,Europe,Silver,Hybrid,Manual,1.9,109741,71752,9999,High
i8,2012,Africa,Silver,Hybrid,Automatic,2.8,129419,83806,4238,Low
7 Series,2018,Africa,Red,Hybrid,Automatic,3.4,199188,91975,4807,Low
X5,2015,South America,Grey,Electric,Manual,2.8,198460,92904,6058,Low
X1,2012,North America,Grey,Electric,Automatic,1.5,130733,75164,6040,Low
X5,2022,Asia,Black,Hybrid,Manual,3.2,131383,99779,5813,Low
i3,2016,South America,Red,Electric,Manual,1.5,116290,56574,9999,High
X5,2021,Asia,Blue,Hybrid,Manual,3.2,180209,133827,4533,Low
M5,2021,North America,Black,Petrol,Manual,3.5,165682,89594,3924,Low
M5,2020,Middle East,Blue,Diesel,Manual,2.6,77610,97830,6115,Low
i3,2013,Europe,White,Hybrid,Automatic,2.1,75947,49419,8128,High
X3,2015,Europe,Blue,Electric,Automatic,1.7,163592,83454,4800,Low
M5,2024,North America,Blue,Electric,Automatic,3.1,38073,102962,7516,High
5 Series,2015,Europe,Blue,Petrol,Manual,2.2,1475,77896,7905,High
X3,2023,South America,Blue,Electric,Manual,1.2,73674,49933,6302,Low
X5,2018,Asia,Red,Petrol,Manual,2.7,90719,76269,4636,Low
X1,2016,Asia,Grey,Petrol,Manual,1.8,33675,63642,9999,High
3 Series,2022,Asia,Silver,Petrol,Automatic,1.4,27545,69149,6445,Low
X3,2022,Europe,White,Hybrid,Automatic,1.1,84994,104481,9102,High
i8,2024,Middle East,Black,Hybrid,Automatic,2.9,45901,121538,9270,High
3 Series,2015,South America,Blue,Electric,Automatic,2.3,17040,43081,8824,High
X1,2022,North America,Silver,Electric,Manual,1.9,82102,77194,5965,Low
X3,2011,Asia,Black,Petrol,Manual,1.7,168012,51613,7247,High
i8,2019,Middle East,White,Hybrid,Manual,2.7,7328,100173,4397,Low
X6,2022,Asia,Grey,Petrol,Automatic,2.7,10982,98682,4453,Low
M3,2017,North America,Black,Diesel,Manual,1.6,76368,91823,5430,Low
5 Series,2012,Middle East,Black,Hybrid,Automatic,2.7,72947,78947,4077,Low
i8,2022,Africa,White,Hybrid,Manual,2.4,160319,82196,6811,Low
7 Series,2016,South America,Grey,Petrol,Manual,3.6,38308,103894,4342,Low
i8,2019,South America,Grey,Petrol,Manual,2.9,146153,74461,3771,Low
i3,2023,Middle East,Grey,Petrol,Manual,1.2,105258,44965,9999,High
3 Series,2012,Middle East,Grey,Diesel,Automatic,1.6,61476,71580,6915,Low
X6,2013,Europe,Blue,Diesel,Manual,2.5,11798,122897,3087,Low
5 Series,2014,North America,Silver,Petrol,Automatic,2.6,185405,67301,7743,High
3 Series,2016,Asia,Red,Petrol,Manual,1.8,199926,54249,9999,High
M5,2022,Europe,Red,Electric,Automatic,3.2,103296,139700,3674,Low
i3,2022,Africa,Black,Hybrid,Automatic,1.4,77139,52459,9999,High
5 Series,2018,Asia,Silver,Diesel,Manual,2.4,174420,61206,8617,High
i8,2023,North America,White,Electric,Automatic,2.5,90606,120223,8313,High
X6,2024,Europe,Grey,Hybrid,Manual,3.7,96091,137972,5600,Low
X3,2016,Middle East,Silver,Hybrid,Manual,2.5,158988,86043,4586,Low
M3,2014,North America,Black,Petrol,Automatic,1.7,177406,107123,3848,Low
3 Series,2017,Africa,White,Petrol,Automatic,2.0,126698,48265,6480,Low
M3,2018,Africa,Blue,Diesel,Automatic,2.1,118952,78958,4929,Low
i3,2014,North America,White,Electric,Automatic,1.7,53359,65937,5761,Low
X6,2023,Africa,Grey,Diesel,Manual,3.2,126771,113467,6030,Low
X5,2020,North America,White,Petrol,Manual,2.9,14255,140002,6574,Low
M5,2015,Asia,White,Petrol,Manual,3.2,47922,78290,6732,Low
i8,2023,Europe,Blue,Hybrid,Automatic,2.5,13285,106180,5182,Low
X1,2011,Africa,Red,Hybrid,Automatic,1.8,191046,46133,6736,Low
5 Series,2020,Europe,Black,Electric,Manual,3.1,127816,95514,7141,High
i8,2012,Middle East,Black,Electric,Automatic,2.9,121685,93653,4960,Low
i8,2016,Europe,Grey,Hybrid,Manual,3.0,112053,116126,4416,Low
M5,2010,Asia,White,Petrol,Manual,3.1,86471,81884,5914,Low
7 Series,2017,Asia,White,Diesel,Automatic,3.5,84908,106123,3072,Low
i8,2021,South America,Blue,Diesel,Automatic,2.6,86544,94704,5884,Low
X3,2012,South America,Red,Petrol,Automatic,2.7,132489,70707,6218,Low
M3,2015,South America,Grey,Petrol,Manual,2.4,177863,64907,6925,Low
X1,2013,Asia,White,Petrol,Manual,2.3,84077,50744,6621,Low
X3,2024,Middle East,Silver,Hybrid,Automatic,3.0,160848,88054,6770,Low
3 Series,2019,Europe,Blue,Diesel,Automatic,2.2,59226,82834,9999,High
X1,2024,South America,Red,Hybrid,Manual,1.6,82301,53056,7602,High
i3,2010,South America,Black,Electric,Automatic,1.9,137246,32000,7539,High
X1,2016,Asia,Silver,Diesel,Automatic,2.1,109841,63866,9060,High
i8,2011,Asia,Blue,Hybrid,Automatic,2.1,11017,65616,3964,Low
3 Series,2021,South America,Grey,Hybrid,Automatic,1.7,126830,57073,8733,High
X6,2016,Africa,Grey,Electric,Manual,3.2,28758,82186,4063,Low
3 Series,2023,South America,White,Petrol,Automatic,1.7,77090,47104,9999,High
X1,2017,Middle East,White,Electric,Automatic,2.1,81935,56715,9999,High
M3,2020,Asia,White,Electric,Automatic,2.6,47860,96252,6227,Low
M3,2024,Africa,Red,Petrol,Manual,3.2,106533,58499,5621,Low
7 Series,2017,North America,Black,Petrol,Manual,3.2,106607,105892,5825,Low
M5,2013,Asia,Red,Petrol,Automatic,2.8,115067,108678,3645,Low
X5,2022,Africa,Grey,Electric,Manual,2.5,120210,100333,5796,Low
M5,2012,South America,Red,Petrol,Manual,2.7,29944,100020,6673,Low
X6,2014,South America,White,Petrol,Manual,2.7,183683,104402,5837,Low
i3,2022,Middle East,Blue,Electric,Automatic,1.5,42873,65276,8949,High
5 Series,2010,Europe,Black,Diesel,Manual,2.3,180438,57889,3724,Low
3 Series,2023,Europe,Black,Electric,Automatic,2.2,68609,89697,8762,High
i8,2021,Africa,Red,Hybrid,Manual,2.9,151791,72768,8008,High
X5,2021,Africa,Black,Hybrid,Manual,3.4,79021,81375,4362,Low
i8,2022,South America,Blue,Hybrid,Manual,2.4,170286,66013,6893,Low
X3,2016,Middle East,Black,Petrol,Manual,2.2,105107,71021,8932,High
X6,2019,Asia,Grey,Diesel,Manual,2.6,62441,130464,5743,Low
X3,2020,South America,Blue,Hybrid,Automatic,2.6,52937,61062,7130,High
X3,2014,South America,White,Petrol,Automatic,2.5,22207,70359,4963,Low
X5,2018,Europe,Grey,Hybrid,Manual,3.6,159946,93838,4713,Low
X5,2017,Europe,Red,Hybrid,Manual,2.4,129294,123236,5592,Low
X5,2015,Europe,White,Hybrid,Automatic,2.8,43145,128961,6237,Low
X3,2017,Africa,Grey,Electric,Manual,2.7,158175,70787,9706,High
X5,2011,Europe,Blue,Diesel,Manual,2.9,16024,74322,6624,Low
5 Series,2020,Europe,Red,Petrol,Manual,2.0,27413,98226,6315,Low
i8,2023,Middle East,Grey,Hybrid,Automatic,2.5,142242,111269,6579,Low
X6,2022,North America,Black,Petrol,Manual,3.2,190692,122968,7288,High
i3,2020,North America,White,Hybrid,Automatic,1.7,90976,55280,9999,High
X6,2021,North America,Blue,Petrol,Manual,2.8,50416,93604,7101,High
X6,2021,North America,White,Electric,Automatic,2.9,173806,114415,3602,Low
3 Series,2022,North America,White,Electric,Manual,1.6,128301,58400,9999,High
5 Series,2016,South America,White,Petrol,Automatic,2.2,160784,81508,4229,Low
X1,2021,South America,Silver,Diesel,Automatic,1.6,30279,45136,9999,High
i3,2020,Africa,Blue,Hybrid,Manual,1.9,1571,36696,8749,High
3 Series,2022,Africa,Black,Electric,Manual,1.4,68910,33631,7758,High
5 Series,2020,North America,Blue,Electric,Automatic,1.5,184752,76832,9076,High
M3,2021,Asia,Blue,Petrol,Automatic,2.3,86255,86357,9083,High
X1,2021,Middle East,Silver,Petrol,Manual,1.7,87368,52692,9999,High
5 Series,2016,Asia,Silver,Hybrid,Manual,2.5,29351,72289,4534,Low
M5,2017,North America,Grey,Electric,Manual,3.1,196023,95362,6967,Low
M3,2011,Asia,White,Electric,Manual,2.5,11986,64730,4049,Low
M3,2020,South America,Black,Petrol,Automatic,2.3,130568,57611,8635,High
X3,2018,Africa,Blue,Electric,Manual,2.2,121146,52728,8051,High
M5,2022,North America,Blue,Diesel,Manual,3.4,87671,106420,6204,Low
X5,2021,Europe,Silver,Petrol,Manual,2.8,15277,135273,3926,Low
X1,2017,Middle East,Silver,Petrol,Manual,1.4,9666,57553,9986,High
M3,2018,Asia,White,Petrol,Automatic,2.7,69902,76584,7262,High
i3,2018,South America,Red,Electric,Automatic,1.5,81844,58805,7839,High
i3,2021,Middle East,Red,Hybrid,Manual,1.3,74676,76711,9999,High
M3,2024,South America,Red,Electric,Manual,2.2,146047,99010,5794,Low
5 Series,2019,South America,Silver,Electric,Automatic,2.6,30654,87365,7817,High
X6,2021,South America,White,Hybrid,Automatic,3.2,43608,69172,7134,High
M5,2011,Africa,Grey,Diesel,Manual,3.4,43242,60189,3119,Low
X5,2024,Africa,Silver,Hybrid,Automatic,2.6,32263,95128,6667,Low
3 Series,2022,North America,Black,Hybrid,Manual,2.0,97914,54038,9999,High
X5,2022,Europe,Red,Petrol,Automatic,3.4,104,124353,6399,Low
X6,2021,Europe,Blue,Hybrid,Automatic,2.7,49580,119345,5065,Low
5 Series,2012,Africa,Blue,Petrol,Automatic,1.9,94705,54371,8365,High
X1,2022,Europe,Blue,Electric,Automatic,1.2,138988,68198,9999,High
7 Series,2018,Europe,Silver,Diesel,Automatic,3.1,76012,155000,4065,Low
i3,2021,Asia,Grey,Electric,Manual,1.3,107969,69432,9999,High
X5,2016,Middle East,Blue,Petrol,Automatic,2.9,66917,73148,4818,Low
3 Series,2013,South America,Blue,Petrol,Automatic,1.6,45318,59262,5911,Low
X5,2012,Asia,Silver,Diesel,Manual,2.8,20310,70955,3742,Low
X5,2016,South America,Black,Electric,Automatic,3.2,154071,70931,3722,Low
i3,2024,North America,Black,Petrol,Automatic,2.3,172464,58328,9999,High
3 Series,2018,North America,Blue,Hybrid,Manual,1.4,30123,53636,9999,High
5 Series,2011,Europe,Blue,Petrol,Automatic,2.0,184207,66142,7958,High
X6,2020,North America,Silver,Petrol,Manual,3.5,53345,124995,7444,High
i3,2013,Middle East,Black,Hybrid,Manual,1.7,170564,42746,7299,High
i3,2014,Africa,Black,Electric,Automatic,1.0,38607,29997,6303,Low
M5,2024,South America,Blue,Hybrid,Manual,3.6,172389,113470,4796,Low
M3,2020,Europe,Silver,Electric,Manual,2.8,122934,70894,4115,Low
5 Series,2022,Europe,Black,Electric,Automatic,2.5,196621,72483,4537,Low
7 Series,2016,Asia,White,Petrol,Manual,3.2,175951,82608,5844,Low
7 Series,2011,Middle East,Blue,Petrol,Automatic,3.9,196509,74932,5318,Low
7 Series,2010,Middle East,White,Petrol,Manual,3.7,150943,71990,4833,Low
X3,2021,Europe,Red,Petrol,Manual,1.8,48405,66765,6661,Low
i8,2016,Asia,Black,Hybrid,Automatic,3.5,65697,89534,7993,High
X1,2014,Europe,Blue,Diesel,Manual,1.2,155187,57223,6706,Low
i8,2010,Africa,Black,Hybrid,Automatic,3.0,148666,59793,4655,Low
5 Series,2019,North America,Red,Petrol,Automatic,2.1,60473,89986,5965,Low
5 Series,2013,Middle East,Grey,Petrol,Automatic,2.2,108669,81884,4825,Low
i3,2011,Asia,Black,Electric,Automatic,1.8,147829,37720,9999,High
X1,2013,Europe,Blue,Petrol,Manual,1.0,121445,77676,8414,High
7 Series,2014,Europe,Grey,Petrol,Automatic,3.2,179753,84640,3287,Low
i3,2013,Asia,White,Hybrid,Automatic,1.7,21641,55597,7063,High
X5,2020,Asia,Grey,Electric,Manual,3.2,85751,114240,7333,High
M5,2012,Middle East,Blue,Petrol,Manual,2.6,82003,116688,5881,Low
i8,2012,North America,Red,Hybrid,Manual,2.3,155748,98065,4735,Low
i8,2013,South America,Blue,Electric,Manual,2.9,114504,50890,7631,High
5 Series,2012,Asia,White,Electric,Automatic,1.5,188957,56520,8441,High
i3,2021,Europe,Grey,Electric,Automatic,1.5,2016,73178,6970,Low
i8,2018,Europe,Black,Hybrid,Manual,2.8,86140,107022,4761,Low
M3,2014,Asia,Blue,Petrol,Manual,1.8,5014,63699,4447,Low
M5,2016,North America,Grey,Petrol,Manual,2.9,24731,77763,3133,Low
i3,2024,South America,Grey,Electric,Automatic,1.1,192407,45350,9999,High
7 Series,2024,Asia,Red,Electric,Automatic,2.9,62550,125690,4354,Low
M5,2019,Middle East,Grey,Diesel,Manual,3.2,19305,92553,4784,Low
7 Series,2011,Africa,Blue,Diesel,Manual,4.4,63971,105333,3544,Low
5 Series,2022,Europe,White,Diesel,Automatic,1.4,86911,80582,6046,Low
M5,2020,Europe,Black,Petrol,Automatic,2.6,181123,112237,4183,Low
X3,2020,Africa,Silver,Hybrid,Automatic,1.8,119512,75127,7564,High
X3,2014,North America,Silver,Petrol,Automatic,2.0,182177,60458,4453,Low
7 Series,2018,North America,Black,Petrol,Automatic,3.2,104067,88238,5516,Low
i8,2020,Asia,Grey,Hybrid,Manual,2.9,34827,108250,7534,High
i3,2015,Asia,White,Electric,Automatic,1.2,96086,37214,9999,High
i3,2016,Asia,Red,Electric,Manual,1.9,77476,54305,9252,High
7 Series,2021,North America,Grey,Diesel,Manual,3.2,196072,104930,6813,Low
X5,2021,South America,Blue,Hybrid,Manual,3.0,6797,80737,6209,Low
X3,2017,Africa,Black,Petrol,Manual,2.3,127599,70782,9361,High
M3,2020,Africa,Grey,Hybrid,Automatic,2.5,142721,89394,4588,Low
X1,2016,Asia,Silver,Petrol,Automatic,2.2,18627,46725,8191,High
M3,2016,Asia,Black,Petrol,Automatic,3.4,1434,98541,8687,High
M3,2023,Africa,Silver,Hybrid,Automatic,1.9,38756,58199,8141,High
7 Series,2013,Asia,Silver,Diesel,Automatic,3.2,103762,100016,3542,Low
3 Series,2015,North America,White,Electric,Manual,1.8,96363,73652,7428,High
X6,2022,North America,Silver,Electric,Manual,2.3,193423,100628,3968,Low
X5,2011,Middle East,Red,Diesel,Automatic,2.8,32160,118800,3374,Low
M5,2020,Africa,Grey,Petrol,Manual,2.8,112747,98170,4590,Low
M5,2021,Middle East,Black,Diesel,Manual,2.8,47761,119479,5681,Low
X6,2014,Europe,Grey,Petrol,Automatic,2.7,40956,90148,3707,Low
i8,2016,Asia,White,Hybrid,Manual,3.0,22110,85206,5057,Low
i8,2010,Europe,White,Electric,Automatic,2.5,100794,93392,6015,Low
X6,2023,North America,Grey,Petrol,Automatic,2.6,148087,104157,4295,Low
X1,2023,Africa,Red,Electric,Automatic,2.0,58609,51357,9999,High
M5,2012,South America,Blue,Petrol,Manual,2.6,156352,70771,4073,Low
M3,2021,Africa,White,Electric,Manual,2.2,83697,59642,6489,Low
X3,2018,Europe,White,Electric,Manual,2.5,25943,59283,5031,Low
3 Series,2015,Africa,Silver,Diesel,Manual,1.9,85765,44628,9999,High
i8,2014,South America,Red,Hybrid,Manual,2.4,123284,69809,6835,Low
X3,2021,Africa,Grey,Electric,Automatic,2.0,3657,61652,9543,High
X3,2024,Europe,White,Diesel,Manual,2.1,182885,75112,9999,High
X5,2021,Africa,White,Petrol,Manual,2.5,197642,70404,4371,Low
X5,2011,South America,Red,Diesel,Manual,3.1,13777,63537,6243,Low
M3,2015,Middle East,Red,Diesel,Manual,3.1,50961,102327,6528,Low
i8,2013,Africa,Black,Hybrid,Manual,3.1,166465,57947,5282,Low
3 Series,2022,Asia,Grey,Petrol,Automatic,1.4,193453,45263,8854,High
X1,2021,South America,Silver,Petrol,Automatic,1.1,165620,39120,6086,Low
X6,2021,Asia,Red,Electric,Manual,3.2,35991,130177,4969,Low
3 Series,2013,Europe,Silver,Diesel,Automatic,1.7,124541,60014,9999,High
5 Series,2023,North America,Silver,Hybrid,Automatic,2.4,9402,69340,9991,High
i3,2015,Africa,White,Electric,Automatic,1.8,21597,31819,9999,High
i8,2020,Africa,Blue,Hybrid,Manual,2.9,143741,67143,6853,Low
X3,2021,Europe,Silver,Petrol,Automatic,2.6,132965,105276,5657,Low
X6,2021,Africa,Blue,Electric,Automatic,3.2,103083,102554,4533,Low
M3,2013,South America,White,Hybrid,Automatic,2.7,37557,84631,4182,Low
X3,2017,Europe,Blue,Diesel,Automatic,2.5,14650,66573,9999,High
M5,2017,Africa,Silver,Petrol,Manual,2.8,178106,100925,6103,Low
M5,2018,North America,Grey,Hybrid,Automatic,2.5,10947,94678,5372,Low
X5,2017,Africa,Grey,Petrol,Automatic,3.5,95377,95817,5503,Low
M3,2023,Europe,Grey,Electric,Manual,2.5,118472,87973,6779,Low
X3,2021,Asia,Black,Diesel,Manual,2.4,187829,66762,7807,High
3 Series,2024,North America,Blue,Petrol,Automatic,1.7,41139,93607,9999,High
X1,2023,North America,Silver,Hybrid,Automatic,1.0,155107,82839,9999,High
X1,2017,Europe,Red,Petrol,Automatic,1.5,106056,55774,9999,High
5 Series,2015,Europe,Grey,Petrol,Automatic,2.7,85446,103521,6838,Low
i3,2011,Middle East,Red,Hybrid,Automatic,1.8,87426,58501,9999,High
i3,2020,North America,Silver,Hybrid,Manual,1.1,2974,44525,7142,High
X1,2012,Europe,Grey,Electric,Automatic,2.0,60731,56098,9999,High
X1,2011,Middle East,White,Petrol,Automatic,1.3,72903,56586,5682,Low
7 Series,2015,Europe,Red,Electric,Automatic,3.0,79565,120010,5344,Low
X5,2015,Middle East,White,Petrol,Manual,3.3,127769,79271,5321,Low
M3,2020,North America,Grey,Hybrid,Manual,2.5,105645,76525,9291,High
5 Series,2012,Middle East,Blue,Petrol,Automatic,2.4,133962,74527,4480,Low
i8,2013,North America,Black,Hybrid,Automatic,2.6,30872,88367,7490,High
X3,2014,South America,Red,Petrol,Manual,1.8,77822,67679,5451,Low
X1,2024,Asia,Red,Petrol,Manual,2.3,122121,51815,9999,High
i3,2024,Africa,Silver,Electric,Manual,2.1,160446,48927,9999,High
X3,2014,South America,Black,Petrol,Automatic,2.4,166551,65013,6157,Low
X6,2017,Asia,Blue,Petrol,Automatic,2.7,172438,123377,6035,Low
5 Series,2023,Africa,Red,Hybrid,Automatic,2.6,40863,82688,8836,High
X1,2013,Europe,White,Diesel,Manual,2.0,115714,52791,9857,High
i3,2018,Asia,Black,Electric,Manual,1.0,91777,39238,9999,High
X3,2021,North America,White,Petrol,Manual,2.3,110207,100610,7045,High
X1,2019,Europe,Red,Petrol,Manual,1.9,35890,87528,5848,Low
i3,2018,Asia,Red,Electric,Manual,1.3,40138,69396,9999,High
X6,2017,Middle East,Red,Electric,Manual,2.7,60726,95370,3808,Low
i3,2021,South America,Red,Electric,Manual,1.9,133302,35953,8991,High
5 Series,2013,South America,Red,Petrol,Manual,2.8,120126,74921,7145,High
M3,2013,Europe,Red,Petrol,Automatic,2.7,78932,99865,4410,Low
X6,2021,Africa,White,Diesel,Manual,3.0,52829,89261,5244,Low
X5,2011,North America,Grey,Petrol,Automatic,3.1,23493,103741,6749,Low
M5,2024,Asia,Silver,Hybrid,Automatic,3.4,190644,105110,7188,High
X3,2010,Asia,Silver,Diesel,Manual,1.9,113772,55581,7440,High
X6,2020,Africa,Grey,Electric,Automatic,2.6,176757,59028,6000,Low
i3,2021,Africa,White,Electric,Automatic,2.4,165164,38120,9999,High
3 Series,2013,Africa,White,Petrol,Automatic,1.5,30255,42576,9999,High
M5,2012,Africa,Red,Electric,Manual,3.2,148505,77696,3811,Low
3 Series,2013,Asia,Red,Hybrid,Automatic,1.1,51203,54249,6634,Low
X3,2012,Asia,Blue,Hybrid,Automatic,1.7,49447,66073,6235,Low
M5,2010,Asia,Grey,Petrol,Automatic,3.1,59573,71810,5502,Low
M5,2023,North America,Grey,Petrol,Manual,3.2,121909,137480,7591,High
5 Series,2023,Europe,Red,Petrol,Automatic,1.5,58084,70705,9865,High
X6,2010,North America,Grey,Petrol,Automatic,2.3,24071,66643,5367,Low
7 Series,2021,Europe,Silver,Petrol,Manual,3.1,198092,155000,5895,Low
X3,2018,South America,Black,Petrol,Automatic,2.1,57034,75080,5768,Low
M5,2019,Asia,Red,Electric,Manual,2.6,1972,121560,4445,Low
i8,2020,Middle East,White,Hybrid,Automatic,3.4,193501,76703,7392,High
i8,2014,South America,Black,Hybrid,Manual,2.7,4074,62091,4179,Low
i3,2016,South America,Silver,Electric,Automatic,2.1,22523,37880,9999,High
7 Series,2019,North America,White,Petrol,Automatic,3.1,66730,101248,5651,Low
X3,2012,North America,White,Diesel,Automatic,1.6,120591,56916,9388,High
X6,2010,Asia,Grey,Petrol,Automatic,2.7,60701,83299,5882,Low
5 Series,2019,North America,Black,Petrol,Automatic,2.1,68091,88820,7690,High
M3,2017,Middle East,Grey,Petrol,Automatic,2.0,61824,89747,7126,High
i3,2024,Africa,White,Electric,Automatic,1.3,109586,56731,9999,High
X5,2021,Middle East,White,Electric,Manual,2.7,86308,104956,7767,High
X1,2015,Middle East,Black,Hybrid,Automatic,1.8,59243,62140,6852,Low
3 Series,2023,South America,White,Electric,Manual,2.2,153104,51989,8812,High
3 Series,2020,Asia,White,Electric,Manual,2.0,4154,73102,9421,High
i3,2019,South America,Silver,Hybrid,Automatic,1.7,69628,40547,9935,High
i8,2015,North America,White,Petrol,Automatic,1.9,168560,88846,4094,Low
5 Series,2011,Europe,White,Petrol,Automatic,2.5,175797,90995,6821,Low
X5,2023,Africa,Blue,Electric,Manual,2.7,176340,103102,6088,Low
X1,2023,Africa,Black,Diesel,Manual,1.0,108837,44948,8687,High
X1,2024,South America,Red,Hybrid,Automatic,2.7,47025,63065,8834,High
M5,2024,North America,White,Petrol,Automatic,3.0,28295,151323,4733,Low
i3,2013,Middle East,Blue,Hybrid,Automatic,1.6,130548,66762,9372,High
3 Series,2019,North America,White,Diesel,Manual,2.4,176167,78780,9179,High
M5,2016,Asia,White,Hybrid,Manual,3.4,150383,77045,4708,Low
i3,2020,North America,Red,Electric,Automatic,1.8,179724,59671,7804,High
7 Series,2017,Asia,Blue,Electric,Manual,3.2,76719,87972,3198,Low
X3,2010,Middle East,Black,Diesel,Automatic,1.6,55221,49181,6927,Low
M3,2023,South America,Blue,Hybrid,Automatic,2.9,18517,69226,5159,Low
i8,2014,North America,White,Petrol,Manual,2.7,61325,96950,6186,Low
7 Series,2014,North America,Silver,Diesel,Automatic,3.5,148047,123876,5790,Low
X1,2012,Africa,Red,Hybrid,Manual,2.2,115386,46243,9999,High
